Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Ellen Burstyn,ACTRESS,Alice Doesn't Live Here Anymore,TRUE,1975,1932-12-07,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Diahann Carroll,ACTRESS,Claudine,FALSE,1975,1935-07-17,"Bronx, NY",Female,Black,Straight,Na,http://www.nndb.com/people/857/000023788/
Faye Dunaway,ACTRESS,Chinatown,FALSE,1975,1941-01-14,"Bascom, FL",Female,White,Straight,Roman Catholic,/people/884/000022818/
Valerie Perrine,ACTRESS,Lenny,FALSE,1975,1943-09-03,"Galveston, TX",Female,White,Straight,Na,http://www.nndb.com/people/496/000024424/
Gena Rowlands,ACTRESS,A Woman under the Influence,FALSE,1975,1930-06-19,"Cambria, WI",Female,White,Straight,Anglican/Episcopalian,http://www.nndb.com/people/907/000023838/
Ingrid Bergman,ACTRESS IN A SUPPORTING ROLE,Murder on the Orient Express,TRUE,1975,1915-08-29,"Stockholm, Sweden",Female,White,Straight,Na,/people/836/000024764/
Valentina Cortese,ACTRESS IN A SUPPORTING ROLE,Day for Night,FALSE,1975,1925-01-01,"Milan, Italy",Female,White,Straight,Na,http://www.nndb.com/people/341/000091068/
Madeline Kahn,ACTRESS IN A SUPPORTING ROLE,Blazing Saddles,FALSE,1975,1942-09-29,"Boston, MA",Female,White,Straight,Na,http://www.nndb.com/people/620/000043491/
Diane Ladd,ACTRESS IN A SUPPORTING ROLE,Alice Doesn't Live Here Anymore,FALSE,1975,1942-11-29,"Laurel, MS",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/510/000024438/
Talia Shire,ACTRESS IN A SUPPORTING ROLE,The Godfather Part II,FALSE,1975,1946-04-25,"Lake Success, Long Island, NY",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/640/000043511/
Roman Polanski,DIRECTING,Chinatown,FALSE,1975,1933-08-18,"Paris, France",Male,White,Straight,Na,/people/541/000023472/
Francois Truffaut,DIRECTING,Day for Night,FALSE,1975,1932-02-06,"Paris, France",Male,White,Straight,Na,http://www.nndb.com/people/391/000044259/
Francis Ford Coppola,DIRECTING,The Godfather Part II,TRUE,1975,1939-04-07,"Detroit, MI",Male,White,Straight,Na,/people/866/000022800/
Bob Fosse,DIRECTING,Lenny,FALSE,1975,1927-06-23,"Chicago, IL",Male,White,Straight,Na,/people/159/000032063/
John Cassavetes,DIRECTING,A Woman under the Influence,FALSE,1975,1929-12-09,New York City,Male,White,Straight,Na,http://www.nndb.com/people/316/000026238/
Walter Matthau,ACTOR,The Sunshine Boys,FALSE,1976,1920-10-01,New York City,Male,White,Straight,Jewish,/people/768/000023699/
Jack Nicholson,ACTOR,One Flew over the Cuckoo's Nest,TRUE,1976,1937-04-22,New York City,Male,White,Straight,Atheist,/people/722/000022656/
Al Pacino,ACTOR,Dog Day Afternoon,FALSE,1976,1940-04-25,"East Harlem, New York City",Male,White,Straight,Roman Catholic,/people/880/000022814/
Maximilian Schell,ACTOR,The Man in the Glass Booth,FALSE,1976,1930-12-08,"Vienna, Austria",Male,White,Straight,Na,/people/351/000023282/
James Whitmore,ACTOR,"Give 'em Hell, Harry!",FALSE,1976,1921-10-01,"White Plains, NY",Male,White,Straight,Na,http://www.nndb.com/people/876/000022810/
George Burns,ACTOR IN A SUPPORTING ROLE,The Sunshine Boys,TRUE,1976,1896-01-20,New York City,Male,White,Straight,Jewish,/people/895/000022829/
Brad Dourif,ACTOR IN A SUPPORTING ROLE,One Flew over the Cuckoo's Nest,FALSE,1976,1950-03-18,"Huntington, WV",Male,White,Straight,Na,http://www.nndb.com/people/591/000056423/
Burgess Meredith,ACTOR IN A SUPPORTING ROLE,The Day of the Locust,FALSE,1976,1908-11-16,"Cleveland, OH",Male,White,Straight,Na,http://www.nndb.com/people/143/000043014/
Chris Sarandon,ACTOR IN A SUPPORTING ROLE,Dog Day Afternoon,FALSE,1976,1942-07-24,"Beckley, WV",Male,White,Straight,Na,http://www.nndb.com/people/058/000078821/
Jack Warden,ACTOR IN A SUPPORTING ROLE,Shampoo,FALSE,1976,1920-09-18,"Newark, NJ",Male,White,Straight,Na,http://www.nndb.com/people/860/000022794/
Isabelle Adjani,ACTRESS,The Story of Adele H.,FALSE,1976,1955-06-27,"Paris, France",Female,Multiracial,Straight,Na,http://www.nndb.com/people/431/000108107/
Ann-Margret,ACTRESS,Tommy,FALSE,1976,1941-04-28,"Valsjobyn, Sweden",Female,White,Straight,Lutheran,http://www.nndb.com/people/777/000043648/
Louise Fletcher,ACTRESS,One Flew over the Cuckoo's Nest,TRUE,1976,1934-07-22,"Birmingham, AL",Female,White,Straight,Na,/people/798/000063609/
Glenda Jackson,ACTRESS,Hedda,FALSE,1976,1936-05-09,"Birkenhead, Cheshire, England",Female,White,Straight,Na,/people/799/000063610/
Carol Kane,ACTRESS,Hester Street,FALSE,1976,1952-06-18,"Cleveland, OH",Female,White,Na,Jewish,http://www.nndb.com/people/241/000025166/
Ronee Blakley,ACTRESS IN A SUPPORTING ROLE,Nashville,FALSE,1976,1945-08-24,"Caldwell, ID",Female,White,Straight,Na,http://www.nndb.com/people/380/000173858/
Lee Grant,ACTRESS IN A SUPPORTING ROLE,Shampoo,TRUE,1976,1927-10-31,New York City,Female,White,Straight,Jewish,/people/409/000032313/
Sylvia Miles,ACTRESS IN A SUPPORTING ROLE,"Farewell, My Lovely",FALSE,1976,1924-09-09,New York City,Female,White,Straight,Jewish,http://www.nndb.com/people/294/000130901/
Lily Tomlin,ACTRESS IN A SUPPORTING ROLE,Nashville,FALSE,1976,1939-09-01,"Detroit, MI",Female,White,Lesbian,Baptist,http://www.nndb.com/people/661/000022595/
Brenda Vaccaro,ACTRESS IN A SUPPORTING ROLE,Jacqueline Susann's Once Is Not Enough,FALSE,1976,1939-11-18,"Brooklyn, NY",Female,White,Straight,Na,http://www.nndb.com/people/126/000024054/
Federico Fellini,DIRECTING,Amarcord,FALSE,1976,1920-01-20,"Rimini, Italy",Male,White,Straight,Na,http://www.nndb.com/people/911/000043782/
Stanley Kubrick,DIRECTING,Barry Lyndon,FALSE,1976,1928-07-26,"Bronx, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/475/000022409/
Sidney Lumet,DIRECTING,Dog Day Afternoon,FALSE,1976,1924-06-25,"Philadelphia, PA",Male,White,Straight,Jewish,http://www.nndb.com/people/978/000022912/
Robert Altman,DIRECTING,Nashville,FALSE,1976,1925-02-20,"Kansas City, MO",Male,White,Straight,Atheist,http://www.nndb.com/people/002/000022933/
Milos Forman,DIRECTING,One Flew over the Cuckoo's Nest,TRUE,1976,1932-02-18,"Cáslav, Czechoslovakia",Male,White,Straight,Na,/people/622/000023553/
Robert De Niro,ACTOR,Taxi Driver,FALSE,1977,1943-08-17,New York City,Male,White,Straight,Roman Catholic,/people/765/000023696/
Peter Finch,ACTOR,Network,TRUE,1977,1916-09-28,"South Kensington, London, England",Male,White,Straight,Na,/people/745/000063556/
Giancarlo Giannini,ACTOR,Seven Beauties,FALSE,1977,1942-08-01,"La Spezia, Italy",Male,White,Straight,Na,http://www.nndb.com/people/421/000131028/
William Holden,ACTOR,Network,FALSE,1977,1918-04-17,"O'Fallon, IL",Male,White,Straight,Na,/people/210/000022144/
Sylvester Stallone,ACTOR,Rocky,FALSE,1977,1946-07-06,New York City,Male,White,Straight,Roman Catholic,http://www.nndb.com/people/761/000023692/
Ned Beatty,ACTOR IN A SUPPORTING ROLE,Network,FALSE,1977,1937-07-06,"Louisville, KY",Male,White,Straight,Na,http://www.nndb.com/people/760/000023691/
Burgess Meredith,ACTOR IN A SUPPORTING ROLE,Rocky,FALSE,1977,1908-11-16,"Cleveland, OH",Male,White,Straight,Na,http://www.nndb.com/people/143/000043014/
Laurence Olivier,ACTOR IN A SUPPORTING ROLE,Marathon Man,FALSE,1977,1907-05-22,"Dorking, Surrey, England",Male,White,Bisexual,Na,/people/607/000022541/
Jason Robards,ACTOR IN A SUPPORTING ROLE,All the President's Men,TRUE,1977,1922-07-26,"Chicago, IL",Male,White,Straight,Na,/people/224/000032128/
Burt Young,ACTOR IN A SUPPORTING ROLE,Rocky,FALSE,1977,1940-04-30,"Queens, NY",Male,White,Straight,Na,http://www.nndb.com/people/768/000050618/
Marie-Christine Barrault,ACTRESS,"Cousin, Cousine",FALSE,1977,1944-03-21,"Paris, France",Female,White,Straight,Na,http://www.nndb.com/people/017/000134612/
Faye Dunaway,ACTRESS,Network,TRUE,1977,1941-01-14,"Bascom, FL",Female,White,Straight,Roman Catholic,/people/884/000022818/
Talia Shire,ACTRESS,Rocky,FALSE,1977,1946-04-25,"Lake Success, Long Island, NY",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/640/000043511/
Sissy Spacek,ACTRESS,Carrie,FALSE,1977,1949-12-25,"Quitman, TX",Female,White,Straight,Na,/people/758/000023689/
Liv Ullmann,ACTRESS,Face to Face,FALSE,1977,1938-12-16,"Tokyo, Japan",Female,White,Straight,Na,http://www.nndb.com/people/240/000085982/
Jane Alexander,ACTRESS IN A SUPPORTING ROLE,All the President's Men,FALSE,1977,1939-10-28,"Boston, MA",Female,White,Straight,Na,http://www.nndb.com/people/125/000024053/
Jodie Foster,ACTRESS IN A SUPPORTING ROLE,Taxi Driver,FALSE,1977,1962-11-19,"Los Angeles, CA",Female,White,Lesbian,Atheist,/people/756/000023687/
Lee Grant,ACTRESS IN A SUPPORTING ROLE,Voyage of the Damned,FALSE,1977,1927-10-31,New York City,Female,White,Straight,Jewish,/people/409/000032313/
Piper Laurie,ACTRESS IN A SUPPORTING ROLE,Carrie,FALSE,1977,1932-01-22,"Detroit, MI",Female,White,Straight,Jewish,http://www.nndb.com/people/621/000023552/
Beatrice Straight,ACTRESS IN A SUPPORTING ROLE,Network,TRUE,1977,1914-08-02,"Old Westbury, NY",Female,White,Straight,Na,/people/817/000063628/
Alan J. Pakula,DIRECTING,All the President's Men,FALSE,1977,1928-04-07,"Bronx, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/540/000032444/
Ingmar Bergman,DIRECTING,Face to Face,FALSE,1977,1918-07-14,"Uppsala, Sweden",Male,White,Straight,Atheist,http://www.nndb.com/people/009/000025931/
Sidney Lumet,DIRECTING,Network,FALSE,1977,1924-06-25,"Philadelphia, PA",Male,White,Straight,Jewish,http://www.nndb.com/people/978/000022912/
John G. Avildsen,DIRECTING,Rocky,TRUE,1977,1935-12-21,"Oak Park, IL",Male,White,Straight,Na,/people/679/000032583/
Lina Wertmüller,DIRECTING,Seven Beauties,FALSE,1977,1928-08-14,"Rome, Italy",Female,White,Straight,Na,http://www.nndb.com/people/714/000116366/
Woody Allen,ACTOR,Annie Hall,FALSE,1978,1935-12-01,"Brooklyn, NY",Male,White,Straight,Agnostic,/people/501/000022435/
Richard Burton,ACTOR,Equus,FALSE,1978,1925-11-10,"Pontrhydyfen, Wales",Male,White,Bisexual,Presbyterian,http://www.nndb.com/people/260/000032164/
Richard Dreyfuss,ACTOR,The Goodbye Girl,TRUE,1978,1947-10-29,"Brooklyn, NY",Male,White,Straight,Jewish,/people/814/000022748/
Marcello Mastroianni,ACTOR,A Special Day,FALSE,1978,1924-09-28,"Fontana Liri, Italy",Male,White,Straight,Na,http://www.nndb.com/people/231/000085973/
John Travolta,ACTOR,Saturday Night Fever,FALSE,1978,1954-02-18,"Englewood, NJ",Male,White,Matter of Dispute,Scientology,http://www.nndb.com/people/927/000022861/
Mikhail Baryshnikov,ACTOR IN A SUPPORTING ROLE,The Turning Point,FALSE,1978,1948-01-27,"Riga, Latvia",Male,White,Straight,Na,https://www.nndb.com/people/885/000024813/
Peter Firth,ACTOR IN A SUPPORTING ROLE,Equus,FALSE,1978,1953-10-27,"Bradford, Yorkshire, England",Male,White,Straight,Na,http://www.nndb.com/people/066/000130673/
Alec Guinness,ACTOR IN A SUPPORTING ROLE,Star Wars,FALSE,1978,1914-04-02,"London, England",Male,White,Bisexual,Roman Catholic,/people/751/000023682/
Jason Robards,ACTOR IN A SUPPORTING ROLE,Julia,TRUE,1978,1922-07-26,"Chicago, IL",Male,White,Straight,Na,/people/224/000032128/
Maximilian Schell,ACTOR IN A SUPPORTING ROLE,Julia,FALSE,1978,1930-12-08,"Vienna, Austria",Male,White,Straight,Na,/people/351/000023282/
Anne Bancroft,ACTRESS,The Turning Point,FALSE,1978,1931-09-17,"Bronx, NY",Female,White,Straight,Roman Catholic,/people/439/000023370/
Jane Fonda,ACTRESS,Julia,FALSE,1978,1937-12-21,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Diane Keaton,ACTRESS,Annie Hall,TRUE,1978,1946-01-05,"Los Angeles, CA",Female,White,Straight,Atheist,/people/879/000022813/
Shirley MacLaine,ACTRESS,The Turning Point,FALSE,1978,1934-04-24,"Richmond, VA",Female,White,Straight,Baptist,/people/799/000023730/
Marsha Mason,ACTRESS,The Goodbye Girl,FALSE,1978,1942-04-03,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/232/000100929/
Leslie Browne,ACTRESS IN A SUPPORTING ROLE,The Turning Point,FALSE,1978,1957-06-29,New York City,Female,White,Na,Na,https://www.imdb.com/fr/name/nm0115038/
Quinn Cummings,ACTRESS IN A SUPPORTING ROLE,The Goodbye Girl,FALSE,1978,1967-08-13,"Los Angeles, CA",Female,White,Na,Na,http://www.nndb.com/people/289/000160806/
Melinda Dillon,ACTRESS IN A SUPPORTING ROLE,Close Encounters of the Third Kind,FALSE,1978,1939-10-13,"Hope, AR",Female,White,Straight,Na,http://www.nndb.com/people/733/000129346/
Vanessa Redgrave,ACTRESS IN A SUPPORTING ROLE,Julia,TRUE,1978,1937-01-30,"London, England",Female,White,Straight,Na,/people/590/000023521/
Tuesday Weld,ACTRESS IN A SUPPORTING ROLE,Looking for Mr. Goodbar,FALSE,1978,1943-08-27,New York City,Female,White,Straight,Na,http://www.nndb.com/people/680/000025605/
Woody Allen,DIRECTING,Annie Hall,TRUE,1978,1935-12-01,"Brooklyn, NY",Male,White,Straight,Agnostic,/people/501/000022435/
Steven Spielberg,DIRECTING,Close Encounters of the Third Kind,FALSE,1978,1946-12-18,"Cincinnati, OH",Male,White,Straight,Jewish,/people/734/000022668/
Fred Zinnemann,DIRECTING,Julia,FALSE,1978,1907-04-29,"Vienna, Austria",Male,White,Straight,Jewish,/people/538/000032442/
George Lucas,DIRECTING,Star Wars,FALSE,1978,1944-05-14,"Modesto, CA",Male,White,Straight,Methodist,http://www.nndb.com/people/539/000022473/
Herbert Ross,DIRECTING,The Turning Point,FALSE,1978,1927-05-13,"Brooklyn, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/415/000032319/
Warren Beatty,ACTOR,Heaven Can Wait,FALSE,1979,1937-03-30,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Gary Busey,ACTOR,The Buddy Holly Story,FALSE,1979,1944-06-29,"Goose Creek, TX",Male,White,Straight,Born-Again Christian,http://www.nndb.com/people/848/000022782/
Robert De Niro,ACTOR,The Deer Hunter,FALSE,1979,1943-08-17,New York City,Male,White,Straight,Roman Catholic,/people/765/000023696/
Laurence Olivier,ACTOR,The Boys from Brazil,FALSE,1979,1907-05-22,"Dorking, Surrey, England",Male,White,Bisexual,Na,/people/607/000022541/
Jon Voight,ACTOR,Coming Home,TRUE,1979,1938-12-29,"Yonkers, NY",Male,White,Straight,Roman Catholic,/people/060/000023988/
Bruce Dern,ACTOR IN A SUPPORTING ROLE,Coming Home,FALSE,1979,1936-06-04,"Chicago, IL",Male,White,Straight,Na,http://www.nndb.com/people/658/000023589/
Richard Farnsworth,ACTOR IN A SUPPORTING ROLE,Comes a Horseman,FALSE,1979,1920-09-01,"Los Angeles, CA",Male,White,Straight,Na,http://www.nndb.com/people/865/000072649/
John Hurt,ACTOR IN A SUPPORTING ROLE,Midnight Express,FALSE,1979,1940-01-22,"Chesterfield, Derbyshire, England",Male,White,Straight,Na,http://www.nndb.com/people/007/000023935/
Christopher Walken,ACTOR IN A SUPPORTING ROLE,The Deer Hunter,TRUE,1979,1943-03-31,"Astoria, NY",Male,White,Straight,Na,/people/618/000022552/
Jack Warden,ACTOR IN A SUPPORTING ROLE,Heaven Can Wait,FALSE,1979,1920-09-18,"Newark, NJ",Male,White,Straight,Na,http://www.nndb.com/people/860/000022794/
Ingrid Bergman,ACTRESS,Autumn Sonata,FALSE,1979,1915-08-29,"Stockholm, Sweden",Female,White,Straight,Na,/people/836/000024764/
Ellen Burstyn,ACTRESS,"Same Time, Next Year",FALSE,1979,1932-12-07,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Jill Clayburgh,ACTRESS,An Unmarried Woman,FALSE,1979,1944-04-30,New York City,Female,White,Straight,Na,http://www.nndb.com/people/560/000023491/
Jane Fonda,ACTRESS,Coming Home,TRUE,1979,1937-12-21,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Geraldine Page,ACTRESS,Interiors,FALSE,1979,1924-11-22,"Kirksville, MO",Female,White,Straight,Na,/people/780/000043651/
Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,Heaven Can Wait,FALSE,1979,1937-01-04,"Tacoma, WA",Female,White,Straight,Christian,http://www.nndb.com/people/964/000023895/
Penelope Milford,ACTRESS IN A SUPPORTING ROLE,Coming Home,FALSE,1979,1948-03-23,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/183/000366082/
Maggie Smith,ACTRESS IN A SUPPORTING ROLE,California Suite,TRUE,1979,1934-12-28,"Ilford, Essex, England",Female,White,Straight,Na,/people/260/000030170/
Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,Interiors,FALSE,1979,1925-06-21,"Troy, NY",Female,White,Straight,Roman Catholic,/people/376/000032280/
Meryl Streep,ACTRESS IN A SUPPORTING ROLE,The Deer Hunter,FALSE,1979,1949-06-22,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Hal Ashby,DIRECTING,Coming Home,FALSE,1979,1929-09-02,"Ogden, UT",Male,White,Straight,Mormon,http://www.nndb.com/people/862/000090592/
Michael Cimino,DIRECTING,The Deer Hunter,TRUE,1979,1939-02-03,New York City,Male,White,Straight,Na,/people/810/000043681/
Warren Beatty,DIRECTING,Heaven Can Wait,FALSE,1979,1937-03-30,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Buck Henry,DIRECTING,Heaven Can Wait,FALSE,1979,1930-12-09,New York City,Male,White,Na,Jewish,https://www.nndb.com/people/353/000023284/
Woody Allen,DIRECTING,Interiors,FALSE,1979,1935-12-01,"Brooklyn, NY",Male,White,Straight,Agnostic,/people/501/000022435/
Alan Parker,DIRECTING,Midnight Express,FALSE,1979,1944-02-14,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/530/000024458/
Dustin Hoffman,ACTOR,Kramer vs. Kramer,TRUE,1980,1937-08-08,"Los Angeles, CA",Male,White,Straight,Jewish,/people/882/000022816/
Jack Lemmon,ACTOR,The China Syndrome,FALSE,1980,1925-02-08,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Al Pacino,ACTOR,...And Justice for All,FALSE,1980,1940-04-25,"East Harlem, New York City",Male,White,Straight,Roman Catholic,/people/880/000022814/
Roy Scheider,ACTOR,All That Jazz,FALSE,1980,1932-11-10,"Orange, NJ",Male,White,Straight,Na,http://www.nndb.com/people/646/000023577/
Peter Sellers,ACTOR,Being There,FALSE,1980,1925-09-08,"Southsea, Hampshire, England",Male,White,Straight,Jewish,http://www.nndb.com/people/011/000023939/
Melvyn Douglas,ACTOR IN A SUPPORTING ROLE,Being There,TRUE,1980,1901-04-05,"Macon, GA",Male,White,Straight,Jewish,/people/100/000063908/
Robert Duvall,ACTOR IN A SUPPORTING ROLE,Apocalypse Now,FALSE,1980,1931-01-05,"San Diego, CA",Male,White,Straight,Na,/people/008/000022939/
Frederic Forrest,ACTOR IN A SUPPORTING ROLE,The Rose,FALSE,1980,1936-12-23,"Waxahachie, TX",Male,White,Straight,Na,http://www.nndb.com/people/273/000132874/
Justin Henry,ACTOR IN A SUPPORTING ROLE,Kramer vs. Kramer,FALSE,1980,1971-05-25,"Rye, NY",Male,White,Na,Na,http://www.nndb.com/people/107/000352048/
Mickey Rooney,ACTOR IN A SUPPORTING ROLE,The Black Stallion,FALSE,1980,1920-09-23,"Brooklyn, NY",Male,White,Straight,Born-Again Christian,http://www.nndb.com/people/861/000022795/
Jill Clayburgh,ACTRESS,Starting Over,FALSE,1980,1944-04-30,New York City,Female,White,Straight,Na,http://www.nndb.com/people/560/000023491/
Sally Field,ACTRESS,Norma Rae,TRUE,1980,1946-11-06,"Pasadena, CA",Female,White,Straight,Na,/people/897/000022831/
Jane Fonda,ACTRESS,The China Syndrome,FALSE,1980,1937-12-21,New York City,Female,White,Straight,Born-Again Christian,/people/637/000022571/
Marsha Mason,ACTRESS,Chapter Two,FALSE,1980,1942-04-03,"St. Louis, MO",Female,White,Straight,Na,http://www.nndb.com/people/232/000100929/
Bette Midler,ACTRESS,The Rose,FALSE,1980,1945-12-01,"Honolulu, HI",Female,White,Straight,Jewish,https://www.nndb.com/people/773/000022707/
Jane Alexander,ACTRESS IN A SUPPORTING ROLE,Kramer vs. Kramer,FALSE,1980,1939-10-28,"Boston, MA",Female,White,Straight,Na,http://www.nndb.com/people/125/000024053/
Barbara Barrie,ACTRESS IN A SUPPORTING ROLE,Breaking Away,FALSE,1980,1931-05-23,"Chicago, IL",Female,White,Straight,Jewish,http://www.nndb.com/people/041/000131645/
Candice Bergen,ACTRESS IN A SUPPORTING ROLE,Starting Over,FALSE,1980,1946-05-09,"Beverly Hills, CA",Female,White,Straight,Na,http://www.nndb.com/people/723/000022657/
Mariel Hemingway,ACTRESS IN A SUPPORTING ROLE,Manhattan,FALSE,1980,1961-11-22,"Mill Valley, CA",Female,White,Straight,Na,http://www.nndb.com/people/852/000025777/
Meryl Streep,ACTRESS IN A SUPPORTING ROLE,Kramer vs. Kramer,TRUE,1980,1949-06-22,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Bob Fosse,DIRECTING,All That Jazz,FALSE,1980,1927-06-23,"Chicago, IL",Male,White,Straight,Na,/people/159/000032063/
Francis Ford Coppola,DIRECTING,Apocalypse Now,FALSE,1980,1939-04-07,"Detroit, MI",Male,White,Straight,Na,/people/866/000022800/
Peter Yates,DIRECTING,Breaking Away,FALSE,1980,1929-07-24,"Aldershot, Hampshire, England",Male,White,Straight,Na,http://www.nndb.com/people/333/000078099/
Robert Benton,DIRECTING,Kramer vs. Kramer,TRUE,1980,1932-09-29,"Waxahachie, TX",Male,White,Straight,Na,/people/267/000064075/
Edouard Molinaro,DIRECTING,La Cage aux Folles,FALSE,1980,1928-05-31,"Gironde, Bordeaux, France",Male,White,Na,Na,http://www.nndb.com/people/468/000136060/
Robert De Niro,ACTOR,Raging Bull,TRUE,1981,1943-08-17,New York City,Male,White,Straight,Roman Catholic,/people/765/000023696/
Robert Duvall,ACTOR,The Great Santini,FALSE,1981,1931-01-05,"San Diego, CA",Male,White,Straight,Na,/people/008/000022939/
John Hurt,ACTOR,The Elephant Man,FALSE,1981,1940-01-22,"Chesterfield, Derbyshire, England",Male,White,Straight,Na,http://www.nndb.com/people/007/000023935/
Jack Lemmon,ACTOR,Tribute,FALSE,1981,1925-02-08,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Peter O'Toole,ACTOR,The Stunt Man,FALSE,1981,1932-08-02,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Judd Hirsch,ACTOR IN A SUPPORTING ROLE,Ordinary People,FALSE,1981,1935-03-15,"Bronx, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/589/000023520/
Timothy Hutton,ACTOR IN A SUPPORTING ROLE,Ordinary People,TRUE,1981,1960-08-16,"Malibu, CA",Male,White,Straight,Na,/people/378/000024306/
Michael O'Keefe,ACTOR IN A SUPPORTING ROLE,The Great Santini,FALSE,1981,1955-04-24,"Mount Vernon, NY",Male,White,Straight,Buddhist,http://www.nndb.com/people/487/000112151/
Joe Pesci,ACTOR IN A SUPPORTING ROLE,Raging Bull,FALSE,1981,1943-02-09,"Newark, NJ",Male,White,Straight,Na,/people/582/000022516/
Jason Robards,ACTOR IN A SUPPORTING ROLE,Melvin and Howard,FALSE,1981,1922-07-26,"Chicago, IL",Male,White,Straight,Na,/people/224/000032128/
Ellen Burstyn,ACTRESS,Resurrection,FALSE,1981,1932-12-07,"Detroit, MI",Female,White,Straight,Na,/people/650/000023581/
Goldie Hawn,ACTRESS,Private Benjamin,FALSE,1981,1945-11-21,"Silver Spring, MD",Female,White,Straight,Buddhist,/people/996/000022930/
Mary Tyler Moore,ACTRESS,Ordinary People,FALSE,1981,1936-12-29,"Brooklyn, NY",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/884/000023815/
Gena Rowlands,ACTRESS,Gloria,FALSE,1981,1930-06-19,"Cambria, WI",Female,White,Straight,Anglican/Episcopalian,http://www.nndb.com/people/907/000023838/
Sissy Spacek,ACTRESS,Coal Miner's Daughter,TRUE,1981,1949-12-25,"Quitman, TX",Female,White,Straight,Na,/people/758/000023689/
Eileen Brennan,ACTRESS IN A SUPPORTING ROLE,Private Benjamin,FALSE,1981,1932-09-03,"Los Angeles, CA",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/027/000022958/
Eva Le Gallienne,ACTRESS IN A SUPPORTING ROLE,Resurrection,FALSE,1981,1899-01-11,"London, England",Female,White,Lesbian,Na,http://www.nndb.com/people/193/000205575/
Cathy Moriarty,ACTRESS IN A SUPPORTING ROLE,Raging Bull,FALSE,1981,1960-11-29,"Bronx, NY",Female,White,Straight,Na,http://www.nndb.com/people/056/000110723/
Diana Scarwid,ACTRESS IN A SUPPORTING ROLE,Inside Moves,FALSE,1981,1955-08-27,"Savannah, GA",Female,White,Straight,Na,http://www.nndb.com/people/098/000131702/
Mary Steenburgen,ACTRESS IN A SUPPORTING ROLE,Melvin and Howard,TRUE,1981,1953-02-08,"Newport, AR",Female,White,Straight,Na,/people/271/000025196/
David Lynch,DIRECTING,The Elephant Man,FALSE,1981,1946-01-20,"Missoula, MT",Male,White,Straight,Na,http://www.nndb.com/people/720/000024648/
Robert Redford,DIRECTING,Ordinary People,TRUE,1981,1936-08-18,"Santa Monica, CA",Male,White,Straight,Na,/people/795/000022729/
Martin Scorsese,DIRECTING,Raging Bull,FALSE,1981,1942-11-17,"Flushing, NY",Male,White,Straight,Roman Catholic,/people/678/000022612/
Richard Rush,DIRECTING,The Stunt Man,FALSE,1981,1929-04-15,New York City,Male,White,Straight,Na,http://www.nndb.com/people/194/000133792/
Roman Polanski,DIRECTING,Tess,FALSE,1981,1933-08-18,"Paris, France",Male,White,Straight,Na,/people/541/000023472/
Warren Beatty,ACTOR,Reds,FALSE,1982,1937-03-30,"Richmond, VA",Male,White,Straight,Baptist,/people/719/000022653/
Henry Fonda,ACTOR,On Golden Pond,TRUE,1982,1905-05-16,"Grand Island, NE",Male,White,Straight,Na,/people/496/000026418/
Burt Lancaster,ACTOR,Atlantic City,FALSE,1982,1913-11-02,New York City,Male,White,Straight,Protestant,/people/938/000031845/
Dudley Moore,ACTOR,Arthur,FALSE,1982,1935-04-19,"London, England",Male,White,Straight,Na,https://www.nndb.com/people/657/000022591/
Paul Newman,ACTOR,Absence of Malice,FALSE,1982,1925-01-26,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
James Coco,ACTOR IN A SUPPORTING ROLE,Only When I Laugh,FALSE,1982,1928-03-21,New York City,Male,White,Gay,Na,http://www.nndb.com/people/297/000044165/
